year,municode,sv_beneficiaries,sv_amount,population_2020,forest_total_2010,forest_loss
2012,31031.0,0.0,0.0,2818.0,17048.0,61.0
2013,31031.0,0.0,0.0,2818.0,17048.0,55.0
2014,31031.0,0.0,0.0,2818.0,17048.0,83.0
2015,31031.0,0.0,0.0,2818.0,17048.0,74.0
2016,31031.0,0.0,0.0,2818.0,17048.0,125.0
2017,31031.0,0.0,0.0,2818.0,17048.0,225.0
2018,31031.0,0.0,0.0,2818.0,17048.0,132.0
2019,31031.0,0.0,0.0,2818.0,17048.0,81.0
2020,31031.0,58.75,293750.0,2818.0,17048.0,75.0
2021,31031.0,60.0,331000.0,2818.0,17048.0,76.0
2022,31031.0,61.0,305000.0,2818.0,17048.0,50.0
2023,31031.0,57.833333333333336,347000.0,2818.0,17048.0,105.0
2010,31032.0,0.0,0.0,16779.0,49398.0,452.0
2011,31032.0,0.0,0.0,16779.0,49398.0,670.0
2012,31032.0,0.0,0.0,16779.0,49398.0,403.0
2013,31032.0,0.0,0.0,16779.0,49398.0,627.0
2014,31032.0,0.0,0.0,16779.0,49398.0,553.0
2015,31032.0,0.0,0.0,16779.0,49398.0,619.0
2016,31032.0,0.0,0.0,16779.0,49398.0,722.0
2017,31032.0,0.0,0.0,16779.0,49398.0,587.0
2018,31032.0,0.0,0.0,16779.0,49398.0,616.0
2019,31032.0,35.57142857142857,255714.2857142857,16779.0,49398.0,842.0
2020,31032.0,95.45454545454545,490454.54545454547,16779.0,49398.0,654.0
2021,31032.0,128.3,704500.0,16779.0,49398.0,306.0
2022,31032.0,125.33333333333333,626666.6666666666,16779.0,49398.0,251.0
2023,31032.0,123.41666666666667,740500.0,16779.0,49398.0,302.0
2010,31033.0,0.0,0.0,21255.0,35666.0,122.0
2011,31033.0,0.0,0.0,21255.0,35666.0,52.0
2012,31033.0,0.0,0.0,21255.0,35666.0,89.0
2013,31033.0,0.0,0.0,21255.0,35666.0,99.0
2014,31033.0,0.0,0.0,21255.0,35666.0,144.0
2015,31033.0,0.0,0.0,21255.0,35666.0,195.0
2016,31033.0,0.0,0.0,21255.0,35666.0,196.0
2017,31033.0,0.0,0.0,21255.0,35666.0,75.0
2018,31033.0,0.0,0.0,21255.0,35666.0,83.0
2019,31033.0,0.0,0.0,21255.0,35666.0,213.0
2020,31033.0,312.625,1563125.0,21255.0,35666.0,149.0
2021,31033.0,326.9,1801000.0,21255.0,35666.0,102.0
2022,31033.0,334.9166666666667,1674583.3333333333,21255.0,35666.0,77.0
2023,31033.0,324.6666666666667,1948000.0,21255.0,35666.0,287.0
2010,31034.0,0.0,0.0,6514.0,13274.0,89.0
2011,31034.0,0.0,0.0,6514.0,13274.0,38.0
2012,31034.0,0.0,0.0,6514.0,13274.0,71.0
2013,31034.0,0.0,0.0,6514.0,13274.0,115.0
2014,31034.0,0.0,0.0,6514.0,13274.0,98.0
2015,31034.0,0.0,0.0,6514.0,13274.0,58.0
2016,31034.0,0.0,0.0,6514.0,13274.0,85.0
2017,31034.0,0.0,0.0,6514.0,13274.0,166.0
2018,31034.0,0.0,0.0,6514.0,13274.0,101.0
2019,31034.0,0.0,0.0,6514.0,13274.0,115.0
2020,31034.0,54.625,273125.0,6514.0,13274.0,51.0
2021,31034.0,47.8,262500.0,6514.0,13274.0,81.0
2022,31034.0,45.25,226250.0,6514.0,13274.0,41.0
2023,31034.0,43.0,258000.0,6514.0,13274.0,67.0
2010,31035.0,0.0,0.0,6384.0,6915.0,15.0
2011,31035.0,0.0,0.0,6384.0,6915.0,34.0
2012,31035.0,0.0,0.0,6384.0,6915.0,6.0
2013,31035.0,0.0,0.0,6384.0,6915.0,68.0
2014,31035.0,0.0,0.0,6384.0,6915.0,44.0
2015,31035.0,0.0,0.0,6384.0,6915.0,62.0
2016,31035.0,0.0,0.0,6384.0,6915.0,92.0
2017,31035.0,0.0,0.0,6384.0,6915.0,42.0
2018,31035.0,0.0,0.0,6384.0,6915.0,28.0
2019,31035.0,0.0,0.0,6384.0,6915.0,20.0
2020,31035.0,0.0,0.0,6384.0,6915.0,38.0
2021,31035.0,0.0,0.0,6384.0,6915.0,51.0
2022,31035.0,0.0,0.0,6384.0,6915.0,38.0
2023,31035.0,0.0,0.0,6384.0,6915.0,33.0
2010,31036.0,0.0,0.0,8090.0,20937.0,71.0
2011,31036.0,0.0,0.0,8090.0,20937.0,24.0
2012,31036.0,0.0,0.0,8090.0,20937.0,49.0
2013,31036.0,0.0,0.0,8090.0,20937.0,66.0
2014,31036.0,0.0,0.0,8090.0,20937.0,42.0
2015,31036.0,0.0,0.0,8090.0,20937.0,31.0
2016,31036.0,0.0,0.0,8090.0,20937.0,56.0
2017,31036.0,0.0,0.0,8090.0,20937.0,478.0
2018,31036.0,0.0,0.0,8090.0,20937.0,159.0
2019,31036.0,0.0,0.0,8090.0,20937.0,82.0
2020,31036.0,1.0,6000.0,8090.0,20937.0,147.0
2021,31036.0,1.0,5555.555555555556,8090.0,20937.0,46.0
2022,31036.0,1.0,5000.0,8090.0,20937.0,25.0
2023,31036.0,1.0,6000.0,8090.0,20937.0,41.0
2010,31037.0,0.0,0.0,5250.0,11310.0,72.0
2011,31037.0,0.0,0.0,5250.0,11310.0,17.0
2012,31037.0,0.0,0.0,5250.0,11310.0,42.0
2013,31037.0,0.0,0.0,5250.0,11310.0,68.0
2014,31037.0,0.0,0.0,5250.0,11310.0,84.0
2015,31037.0,0.0,0.0,5250.0,11310.0,33.0
2016,31037.0,0.0,0.0,5250.0,11310.0,44.0
2017,31037.0,0.0,0.0,5250.0,11310.0,164.0
2018,31037.0,0.0,0.0,5250.0,11310.0,74.0
2019,31037.0,0.0,0.0,5250.0,11310.0,55.0
2020,31037.0,54.25,271250.0,5250.0,11310.0,22.0
2021,31037.0,65.2,358500.0,5250.0,11310.0,36.0
2022,31037.0,63.75,318750.0,5250.0,11310.0,15.0
2023,31037.0,62.166666666666664,373000.0,5250.0,11310.0,29.0
2010,31038.0,0.0,0.0,35137.0,43049.0,22.0
2011,31038.0,0.0,0.0,35137.0,43049.0,38.0
2012,31038.0,0.0,0.0,35137.0,43049.0,42.0
2013,31038.0,0.0,0.0,35137.0,43049.0,52.0
2014,31038.0,0.0,0.0,35137.0,43049.0,47.0
2015,31038.0,0.0,0.0,35137.0,43049.0,129.0
2016,31038.0,0.0,0.0,35137.0,43049.0,167.0
2017,31038.0,0.0,0.0,35137.0,43049.0,124.0
2018,31038.0,0.0,0.0,35137.0,43049.0,81.0
2019,31038.0,0.0,0.0,35137.0,43049.0,258.0
2020,31038.0,28.75,143750.0,35137.0,43049.0,244.0
2021,31038.0,26.6,146000.0,35137.0,43049.0,193.0
2022,31038.0,28.0,140000.0,35137.0,43049.0,190.0
2023,31038.0,23.75,142500.0,35137.0,43049.0,338.0
2010,31039.0,0.0,0.0,4186.0,3112.0,3.0
2011,31039.0,0.0,0.0,4186.0,3112.0,3.0
2012,31039.0,0.0,0.0,4186.0,3112.0,13.0
2013,31039.0,0.0,0.0,4186.0,3112.0,0.0
2014,31039.0,0.0,0.0,4186.0,3112.0,2.0
2015,31039.0,0.0,0.0,4186.0,3112.0,7.0
2016,31039.0,0.0,0.0,4186.0,3112.0,31.0
2017,31039.0,0.0,0.0,4186.0,3112.0,2.0
2018,31039.0,0.0,0.0,4186.0,3112.0,11.0
2019,31039.0,0.0,0.0,4186.0,3112.0,1.0
2020,31039.0,0.0,0.0,4186.0,3112.0,2.0
2021,31039.0,0.0,0.0,4186.0,3112.0,8.0
2022,31039.0,0.0,0.0,4186.0,3112.0,15.0
2023,31039.0,0.0,0.0,4186.0,3112.0,3.0
2010,31040.0,0.0,0.0,28555.0,19817.0,55.0
2011,31040.0,0.0,0.0,28555.0,19817.0,60.0
2012,31040.0,0.0,0.0,28555.0,19817.0,50.0
2013,31040.0,0.0,0.0,28555.0,19817.0,164.0
2014,31040.0,0.0,0.0,28555.0,19817.0,158.0
2015,31040.0,0.0,0.0,28555.0,19817.0,117.0
2016,31040.0,0.0,0.0,28555.0,19817.0,241.0
2017,31040.0,0.0,0.0,28555.0,19817.0,217.0
2018,31040.0,0.0,0.0,28555.0,19817.0,188.0
2019,31040.0,155.11111111111111,995555.5555555555,28555.0,19817.0,102.0
2020,31040.0,186.27272727272728,931363.6363636364,28555.0,19817.0,91.0
2021,31040.0,197.7,1088000.0,28555.0,19817.0,85.0
2022,31040.0,198.75,993750.0,28555.0,19817.0,187.0
2023,31040.0,197.16666666666666,1215000.0,28555.0,19817.0,114.0
2010,31041.0,0.0,0.0,141939.0,1032.0,13.0
2011,31041.0,0.0,0.0,141939.0,1032.0,22.0
2012,31041.0,0.0,0.0,141939.0,1032.0,40.0
2013,31041.0,0.0,0.0,141939.0,1032.0,15.0
2014,31041.0,0.0,0.0,141939.0,1032.0,28.0
2015,31041.0,0.0,0.0,141939.0,1032.0,34.0
2016,31041.0,0.0,0.0,141939.0,1032.0,17.0
2017,31041.0,0.0,0.0,141939.0,1032.0,8.0
2018,31041.0,0.0,0.0,141939.0,1032.0,12.0
2019,31041.0,0.0,0.0,141939.0,1032.0,7.0
2020,31041.0,0.0,0.0,141939.0,1032.0,4.0
2021,31041.0,0.0,0.0,141939.0,1032.0,4.0
2022,31041.0,0.0,0.0,141939.0,1032.0,21.0
2023,31041.0,0.0,0.0,141939.0,1032.0,12.0
2010,31042.0,0.0,0.0,5553.0,15354.0,73.0
2011,31042.0,0.0,0.0,5553.0,15354.0,33.0
2012,31042.0,0.0,0.0,5553.0,15354.0,82.0
2013,31042.0,0.0,0.0,5553.0,15354.0,190.0
2014,31042.0,0.0,0.0,5553.0,15354.0,241.0
2015,31042.0,0.0,0.0,5553.0,15354.0,156.0
2016,31042.0,0.0,0.0,5553.0,15354.0,205.0
2017,31042.0,0.0,0.0,5553.0,15354.0,334.0
2018,31042.0,0.0,0.0,5553.0,15354.0,280.0
2019,31042.0,0.0,0.0,5553.0,15354.0,151.0
2020,31042.0,36.714285714285715,185000.0,5553.0,15354.0,150.0
2021,31042.0,38.1,210500.0,5553.0,15354.0,119.0
2022,31042.0,39.0,195000.0,5553.0,15354.0,109.0
2023,31042.0,38.833333333333336,235500.0,5553.0,15354.0,178.0
2010,31043.0,0.0,0.0,3405.0,13471.0,202.0
2011,31043.0,0.0,0.0,3405.0,13471.0,141.0
2012,31043.0,0.0,0.0,3405.0,13471.0,65.0
2013,31043.0,0.0,0.0,3405.0,13471.0,84.0
2014,31043.0,0.0,0.0,3405.0,13471.0,130.0
2015,31043.0,0.0,0.0,3405.0,13471.0,112.0
2016,31043.0,0.0,0.0,3405.0,13471.0,189.0
2017,31043.0,0.0,0.0,3405.0,13471.0,164.0
2018,31043.0,0.0,0.0,3405.0,13471.0,64.0
2019,31043.0,131.33333333333334,847222.2222222222,3405.0,13471.0,416.0
2020,31043.0,127.63636363636364,638181.8181818182,3405.0,13471.0,45.0
2021,31043.0,125.9,690000.0,3405.0,13471.0,41.0
2022,31043.0,122.08333333333333,610416.6666666666,3405.0,13471.0,29.0
2023,31043.0,119.41666666666667,716500.0,3405.0,13471.0,60.0
2010,31044.0,0.0,0.0,7530.0,11803.0,14.0
2011,31044.0,0.0,0.0,7530.0,11803.0,16.0
2012,31044.0,0.0,0.0,7530.0,11803.0,25.0
2013,31044.0,0.0,0.0,7530.0,11803.0,22.0
2014,31044.0,0.0,0.0,7530.0,11803.0,20.0
2015,31044.0,0.0,0.0,7530.0,11803.0,26.0
2016,31044.0,0.0,0.0,7530.0,11803.0,20.0
2017,31044.0,0.0,0.0,7530.0,11803.0,22.0
2018,31044.0,0.0,0.0,7530.0,11803.0,38.0
2019,31044.0,0.0,0.0,7530.0,11803.0,20.0
2020,31044.0,0.0,0.0,7530.0,11803.0,16.0
2021,31044.0,0.0,0.0,7530.0,11803.0,15.0
2022,31044.0,0.0,0.0,7530.0,11803.0,22.0
2023,31044.0,0.0,0.0,7530.0,11803.0,54.0
2010,31045.0,0.0,0.0,2677.0,8930.0,24.0
2011,31045.0,0.0,0.0,2677.0,8930.0,33.0
2012,31045.0,0.0,0.0,2677.0,8930.0,40.0
2013,31045.0,0.0,0.0,2677.0,8930.0,47.0
2014,31045.0,0.0,0.0,2677.0,8930.0,31.0
2015,31045.0,0.0,0.0,2677.0,8930.0,30.0
2016,31045.0,0.0,0.0,2677.0,8930.0,34.0
2017,31045.0,0.0,0.0,2677.0,8930.0,53.0
2018,31045.0,0.0,0.0,2677.0,8930.0,21.0
2019,31045.0,0.0,0.0,2677.0,8930.0,14.0
2020,31045.0,68.375,341875.0,2677.0,8930.0,18.0
2021,31045.0,68.2,374500.0,2677.0,8930.0,27.0
2022,31045.0,65.66666666666667,328333.3333333333,2677.0,8930.0,12.0
2023,31045.0,54.916666666666664,329500.0,2677.0,8930.0,9.0
2010,31046.0,0.0,0.0,3296.0,6437.0,127.0
2011,31046.0,0.0,0.0,3296.0,6437.0,40.0
2012,31046.0,0.0,0.0,3296.0,6437.0,71.0
2013,31046.0,0.0,0.0,3296.0,6437.0,130.0
2014,31046.0,0.0,0.0,3296.0,6437.0,104.0
2015,31046.0,0.0,0.0,3296.0,6437.0,139.0
2016,31046.0,0.0,0.0,3296.0,6437.0,91.0
2017,31046.0,0.0,0.0,3296.0,6437.0,152.0
2018,31046.0,0.0,0.0,3296.0,6437.0,116.0
2019,31046.0,0.0,0.0,3296.0,6437.0,309.0
2020,31046.0,102.5,516875.0,3296.0,6437.0,94.0
2021,31046.0,114.5,628000.0,3296.0,6437.0,46.0
2022,31046.0,110.08333333333333,550416.6666666666,3296.0,6437.0,58.0
2023,31046.0,105.58333333333333,633500.0,3296.0,6437.0,94.0
2010,31047.0,0.0,0.0,5968.0,11600.0,507.0
2011,31047.0,0.0,0.0,5968.0,11600.0,13.0
2012,31047.0,0.0,0.0,5968.0,11600.0,228.0
2013,31047.0,0.0,0.0,5968.0,11600.0,136.0
2014,31047.0,0.0,0.0,5968.0,11600.0,204.0
2015,31047.0,0.0,0.0,5968.0,11600.0,178.0
2016,31047.0,0.0,0.0,5968.0,11600.0,322.0
2017,31047.0,0.0,0.0,5968.0,11600.0,242.0
2018,31047.0,0.0,0.0,5968.0,11600.0,235.0
2019,31047.0,0.0,0.0,5968.0,11600.0,127.0
2020,31047.0,52.0,260000.0,5968.0,11600.0,139.0
2021,31047.0,53.1,292500.0,5968.0,11600.0,144.0
2022,31047.0,52.916666666666664,264583.3333333333,5968.0,11600.0,161.0
2023,31047.0,51.166666666666664,307000.0,5968.0,11600.0,98.0
2010,31048.0,0.0,0.0,23991.0,47019.0,91.0
2011,31048.0,0.0,0.0,23991.0,47019.0,46.0
2012,31048.0,0.0,0.0,23991.0,47019.0,59.0
2013,31048.0,0.0,0.0,23991.0,47019.0,106.0
2014,31048.0,0.0,0.0,23991.0,47019.0,41.0
2015,31048.0,0.0,0.0,23991.0,47019.0,115.0
2016,31048.0,0.0,0.0,23991.0,47019.0,77.0
2017,31048.0,0.0,0.0,23991.0,47019.0,87.0
2018,31048.0,0.0,0.0,23991.0,47019.0,171.0
2019,31048.0,0.0,0.0,23991.0,47019.0,231.0
2020,31048.0,373.375,1871250.0,23991.0,47019.0,269.0
2021,31048.0,370.0,2032000.0,23991.0,47019.0,225.0
2022,31048.0,364.6666666666667,1823333.3333333333,23991.0,47019.0,74.0
2023,31048.0,336.8333333333333,2025500.0,23991.0,47019.0,78.0
2010,31049.0,0.0,0.0,3965.0,7676.0,238.0
2011,31049.0,0.0,0.0,3965.0,7676.0,37.0
2012,31049.0,0.0,0.0,3965.0,7676.0,86.0
2013,31049.0,0.0,0.0,3965.0,7676.0,101.0
2014,31049.0,0.0,0.0,3965.0,7676.0,86.0
2015,31049.0,0.0,0.0,3965.0,7676.0,81.0
2016,31049.0,0.0,0.0,3965.0,7676.0,95.0
2017,31049.0,0.0,0.0,3965.0,7676.0,103.0
2018,31049.0,0.0,0.0,3965.0,7676.0,168.0
2019,31049.0,0.0,0.0,3965.0,7676.0,103.0
2020,31049.0,0.0,0.0,3965.0,7676.0,60.0
2021,31049.0,0.0,0.0,3965.0,7676.0,75.0
2022,31049.0,0.0,0.0,3965.0,7676.0,38.0
2023,31049.0,0.0,0.0,3965.0,7676.0,100.0
2010,31050.0,0.0,0.0,995129.0,25549.0,157.0
2011,31050.0,0.0,0.0,995129.0,25549.0,172.0
2012,31050.0,0.0,0.0,995129.0,25549.0,265.0
2013,31050.0,0.0,0.0,995129.0,25549.0,188.0
2014,31050.0,0.0,0.0,995129.0,25549.0,200.0
2015,31050.0,0.0,0.0,995129.0,25549.0,324.0
2016,31050.0,0.0,0.0,995129.0,25549.0,331.0
2017,31050.0,0.0,0.0,995129.0,25549.0,217.0
2018,31050.0,0.0,0.0,995129.0,25549.0,385.0
2019,31050.0,8.8,63500.0,995129.0,25549.0,207.0
2020,31050.0,10.5,52500.0,995129.0,25549.0,303.0
2021,31050.0,11.0,55000.0,995129.0,25549.0,224.0
2022,31050.0,0.0,0.0,995129.0,25549.0,233.0
2023,31050.0,0.0,0.0,995129.0,25549.0,266.0
2010,31051.0,0.0,0.0,3430.0,341.0,0.0
2011,31051.0,0.0,0.0,3430.0,341.0,2.0
2012,31051.0,0.0,0.0,3430.0,341.0,7.0
2013,31051.0,0.0,0.0,3430.0,341.0,3.0
2014,31051.0,0.0,0.0,3430.0,341.0,2.0
2015,31051.0,0.0,0.0,3430.0,341.0,0.0
2016,31051.0,0.0,0.0,3430.0,341.0,35.0
2017,31051.0,0.0,0.0,3430.0,341.0,5.0
2018,31051.0,0.0,0.0,3430.0,341.0,3.0
2019,31051.0,0.0,0.0,3430.0,341.0,1.0
2020,31051.0,0.0,0.0,3430.0,341.0,2.0
2021,31051.0,0.0,0.0,3430.0,341.0,26.0
2022,31051.0,0.0,0.0,3430.0,341.0,3.0
2023,31051.0,0.0,0.0,3430.0,341.0,8.0
2010,31052.0,0.0,0.0,37804.0,7826.0,9.0
2011,31052.0,0.0,0.0,37804.0,7826.0,17.0
2012,31052.0,0.0,0.0,37804.0,7826.0,30.0
2013,31052.0,0.0,0.0,37804.0,7826.0,22.0
2014,31052.0,0.0,0.0,37804.0,7826.0,17.0
2015,31052.0,0.0,0.0,37804.0,7826.0,40.0
2016,31052.0,0.0,0.0,37804.0,7826.0,86.0
2017,31052.0,0.0,0.0,37804.0,7826.0,70.0
2018,31052.0,0.0,0.0,37804.0,7826.0,40.0
2019,31052.0,384.625,2474375.0,37804.0,7826.0,36.0
2020,31052.0,384.8181818181818,1925454.5454545454,37804.0,7826.0,50.0
2021,31052.0,389.2,2145500.0,37804.0,7826.0,18.0
2022,31052.0,393.9166666666667,1969583.3333333333,37804.0,7826.0,15.0
2023,31052.0,383.4166666666667,2312000.0,37804.0,7826.0,30.0
2010,31053.0,0.0,0.0,13494.0,19004.0,198.0
2011,31053.0,0.0,0.0,13494.0,19004.0,17.0
2012,31053.0,0.0,0.0,13494.0,19004.0,87.0
2013,31053.0,0.0,0.0,13494.0,19004.0,136.0
2014,31053.0,0.0,0.0,13494.0,19004.0,50.0
2015,31053.0,0.0,0.0,13494.0,19004.0,83.0
2016,31053.0,0.0,0.0,13494.0,19004.0,135.0
2017,31053.0,0.0,0.0,13494.0,19004.0,75.0
2018,31053.0,0.0,0.0,13494.0,19004.0,243.0
2019,31053.0,0.0,0.0,13494.0,19004.0,157.0
2020,31053.0,103.625,520625.0,13494.0,19004.0,35.0
2021,31053.0,115.5,635500.0,13494.0,19004.0,66.0
2022,31053.0,115.5,577500.0,13494.0,19004.0,29.0
2023,31053.0,112.83333333333333,679000.0,13494.0,19004.0,141.0
2010,31054.0,0.0,0.0,2990.0,2632.0,2.0
2011,31054.0,0.0,0.0,2990.0,2632.0,2.0
2012,31054.0,0.0,0.0,2990.0,2632.0,1.0
2013,31054.0,0.0,0.0,2990.0,2632.0,12.0
2014,31054.0,0.0,0.0,2990.0,2632.0,7.0
2015,31054.0,0.0,0.0,2990.0,2632.0,4.0
2016,31054.0,0.0,0.0,2990.0,2632.0,13.0
2017,31054.0,0.0,0.0,2990.0,2632.0,5.0
2018,31054.0,0.0,0.0,2990.0,2632.0,4.0
2019,31054.0,0.0,0.0,2990.0,2632.0,3.0
2020,31054.0,112.375,561875.0,2990.0,2632.0,7.0
2021,31054.0,113.7,624500.0,2990.0,2632.0,13.0
2022,31054.0,108.83333333333333,544166.6666666666,2990.0,2632.0,29.0
2023,31054.0,105.75,634500.0,2990.0,2632.0,20.0
2010,31055.0,0.0,0.0,7080.0,24990.0,39.0
2011,31055.0,0.0,0.0,7080.0,24990.0,10.0
2012,31055.0,0.0,0.0,7080.0,24990.0,39.0
2013,31055.0,0.0,0.0,7080.0,24990.0,161.0
2014,31055.0,0.0,0.0,7080.0,24990.0,38.0
2015,31055.0,0.0,0.0,7080.0,24990.0,50.0
2016,31055.0,0.0,0.0,7080.0,24990.0,63.0
2017,31055.0,0.0,0.0,7080.0,24990.0,31.0
2018,31055.0,0.0,0.0,7080.0,24990.0,44.0
2019,31055.0,0.0,0.0,7080.0,24990.0,196.0
2020,31055.0,78.375,391875.0,7080.0,24990.0,57.0
2021,31055.0,86.4,475500.0,7080.0,24990.0,28.0
2022,31055.0,88.0,440000.0,7080.0,24990.0,41.0
2023,31055.0,86.66666666666667,520000.0,7080.0,24990.0,144.0
2010,31056.0,0.0,0.0,33854.0,34899.0,626.0
2011,31056.0,0.0,0.0,33854.0,34899.0,43.0
2012,31056.0,0.0,0.0,33854.0,34899.0,222.0
2013,31056.0,0.0,0.0,33854.0,34899.0,271.0
2014,31056.0,0.0,0.0,33854.0,34899.0,225.0
2015,31056.0,0.0,0.0,33854.0,34899.0,132.0
2016,31056.0,0.0,0.0,33854.0,34899.0,296.0
2017,31056.0,0.0,0.0,33854.0,34899.0,153.0
2018,31056.0,0.0,0.0,33854.0,34899.0,144.0
2019,31056.0,0.0,0.0,33854.0,34899.0,183.0
2020,31056.0,98.375,491875.0,33854.0,34899.0,228.0
2021,31056.0,99.0,539000.0,33854.0,34899.0,151.0
2022,31056.0,101.66666666666667,508333.3333333333,33854.0,34899.0,43.0
2023,31056.0,87.25,536000.0,33854.0,34899.0,263.0
2010,31057.0,0.0,0.0,7766.0,12106.0,7.0
2011,31057.0,0.0,0.0,7766.0,12106.0,17.0
2012,31057.0,0.0,0.0,7766.0,12106.0,57.0
2013,31057.0,0.0,0.0,7766.0,12106.0,27.0
2014,31057.0,0.0,0.0,7766.0,12106.0,31.0
2015,31057.0,0.0,0.0,7766.0,12106.0,38.0
2016,31057.0,0.0,0.0,7766.0,12106.0,82.0
2017,31057.0,0.0,0.0,7766.0,12106.0,211.0
2018,31057.0,0.0,0.0,7766.0,12106.0,92.0
2019,31057.0,0.0,0.0,7766.0,12106.0,70.0
2020,31057.0,137.0,685000.0,7766.0,12106.0,20.0
2021,31057.0,134.7,740500.0,7766.0,12106.0,20.0
2022,31057.0,136.91666666666666,684583.3333333334,7766.0,12106.0,37.0
2023,31057.0,136.83333333333334,823000.0,7766.0,12106.0,63.0
2010,31058.0,0.0,0.0,25954.0,88745.0,673.0
2011,31058.0,0.0,0.0,25954.0,88745.0,315.0
2012,31058.0,0.0,0.0,25954.0,88745.0,490.0
2013,31058.0,0.0,0.0,25954.0,88745.0,953.0
2014,31058.0,0.0,0.0,25954.0,88745.0,540.0
2015,31058.0,0.0,0.0,25954.0,88745.0,680.0
2016,31058.0,0.0,0.0,25954.0,88745.0,589.0
2017,31058.0,0.0,0.0,25954.0,88745.0,1610.0
2018,31058.0,0.0,0.0,25954.0,88745.0,871.0
2019,31058.0,2.75,15625.0,25954.0,88745.0,900.0
2020,31058.0,162.11111111111111,814444.4444444445,25954.0,88745.0,1324.0
2021,31058.0,225.3,1279500.0,25954.0,88745.0,424.0
2022,31058.0,301.5,1507500.0,25954.0,88745.0,513.0
2023,31058.0,291.6666666666667,1758500.0,25954.0,88745.0,435.0
2010,31059.0,0.0,0.0,66008.0,6501.0,15.0
2011,31059.0,0.0,0.0,66008.0,6501.0,43.0
2012,31059.0,0.0,0.0,66008.0,6501.0,23.0
2013,31059.0,0.0,0.0,66008.0,6501.0,23.0
2014,31059.0,0.0,0.0,66008.0,6501.0,12.0
2015,31059.0,0.0,0.0,66008.0,6501.0,32.0
2016,31059.0,0.0,0.0,66008.0,6501.0,12.0
2017,31059.0,0.0,0.0,66008.0,6501.0,11.0
2018,31059.0,0.0,0.0,66008.0,6501.0,25.0
2019,31059.0,0.0,0.0,66008.0,6501.0,52.0
2020,31059.0,0.0,0.0,66008.0,6501.0,8.0
2021,31059.0,0.0,0.0,66008.0,6501.0,22.0
2022,31059.0,0.0,0.0,66008.0,6501.0,195.0
2023,31059.0,0.0,0.0,66008.0,6501.0,77.0
2010,31060.0,0.0,0.0,976.0,10610.0,91.0
2011,31060.0,0.0,0.0,976.0,10610.0,65.0
2012,31060.0,0.0,0.0,976.0,10610.0,74.0
2013,31060.0,0.0,0.0,976.0,10610.0,105.0
2014,31060.0,0.0,0.0,976.0,10610.0,172.0
2015,31060.0,0.0,0.0,976.0,10610.0,97.0
2016,31060.0,0.0,0.0,976.0,10610.0,154.0
2017,31060.0,0.0,0.0,976.0,10610.0,175.0
2018,31060.0,0.0,0.0,976.0,10610.0,121.0
2019,31060.0,171.55555555555554,1112777.7777777778,976.0,10610.0,110.0
2020,31060.0,198.0,991818.1818181818,976.0,10610.0,80.0
2021,31060.0,197.7,1087000.0,976.0,10610.0,39.0
2022,31060.0,198.75,993750.0,976.0,10610.0,52.0
2023,31060.0,193.83333333333334,1165500.0,976.0,10610.0,79.0
2010,31061.0,0.0,0.0,3974.0,3587.0,1.0
2011,31061.0,0.0,0.0,3974.0,3587.0,0.0
2012,31061.0,0.0,0.0,3974.0,3587.0,3.0
2013,31061.0,0.0,0.0,3974.0,3587.0,0.0
2014,31061.0,0.0,0.0,3974.0,3587.0,1.0
2015,31061.0,0.0,0.0,3974.0,3587.0,0.0
2016,31061.0,0.0,0.0,3974.0,3587.0,0.0
2017,31061.0,0.0,0.0,3974.0,3587.0,0.0
2018,31061.0,0.0,0.0,3974.0,3587.0,4.0
2019,31061.0,0.0,0.0,3974.0,3587.0,4.0
2020,31061.0,0.0,0.0,3974.0,3587.0,3.0
2021,31061.0,0.0,0.0,3974.0,3587.0,8.0
2022,31061.0,0.0,0.0,3974.0,3587.0,0.0
2023,31061.0,0.0,0.0,3974.0,3587.0,1.0
2010,31062.0,0.0,0.0,4962.0,12531.0,61.0
2011,31062.0,0.0,0.0,4962.0,12531.0,8.0
2012,31062.0,0.0,0.0,4962.0,12531.0,38.0
2013,31062.0,0.0,0.0,4962.0,12531.0,112.0
2014,31062.0,0.0,0.0,4962.0,12531.0,68.0
2015,31062.0,0.0,0.0,4962.0,12531.0,61.0
2016,31062.0,0.0,0.0,4962.0,12531.0,48.0
2017,31062.0,0.0,0.0,4962.0,12531.0,74.0
2018,31062.0,0.0,0.0,4962.0,12531.0,66.0
2019,31062.0,0.0,0.0,4962.0,12531.0,128.0
2020,31062.0,49.875,249375.0,4962.0,12531.0,88.0
2021,31062.0,47.4,260500.0,4962.0,12531.0,67.0
2022,31062.0,49.5,247500.0,4962.0,12531.0,56.0
2023,31062.0,50.5,310500.0,4962.0,12531.0,137.0
2010,31063.0,0.0,0.0,5631.0,22699.0,78.0
2011,31063.0,0.0,0.0,5631.0,22699.0,53.0
2012,31063.0,0.0,0.0,5631.0,22699.0,48.0
2013,31063.0,0.0,0.0,5631.0,22699.0,51.0
2014,31063.0,0.0,0.0,5631.0,22699.0,63.0
2015,31063.0,0.0,0.0,5631.0,22699.0,114.0
2016,31063.0,0.0,0.0,5631.0,22699.0,80.0
2017,31063.0,0.0,0.0,5631.0,22699.0,42.0
